ID,Topic,Question,class_name,class_id,Combined_Paragraph,Combined_Fact
Which629,Rối loạn lo âu,Nguyên nhân của rối loạn lo âu ?,anxiety,1,"Hiện nay, nguyên nhân chính xác của rối loạn lo âu vẫn chưa được biết rõ. Chính vì vậy, quá trình điều trị bệnh còn khá nhiều hạn chế. Thực tế, một số trường hợp có thể phải sống chung với rối loạn lo âu trong suốt cả cuộc đời dù tích cực điều trị.","Hiện nay, nguyên nhân chính xác của rối loạn lo âu vẫn chưa được biết rõ."
What1736,Rối loạn lưỡng cực,- Tiêu chuẩn để nhận định một người mắc chứng rối loạn lưỡng cực I ở giai đoạn trầm cảm chủ yếu là gì ?,bipolar,2,"A. Năm (hoặc nhiều hơn) các triệu chứng sau, cùng xuất hiện trong thời gian 2 tuần và ít nhất phải có 1 trong 2 triệu chứng chính là (1) khí sắc trầm hoặc (2) mất quan tâm hoặc thích thú.Chú ý: không bao gồm các triệu chứng là hậu quả rõ ràng của bệnh lý cơ thể. 1. Khí sắc trầm cảm biểu hiện phần lớn thời gian trong ngày, hầu như hằng ngày được nhận biết bởi chính người bệnh (ví dụ: cảm thấy buồn, trống rỗng, mất hy vọng) hoặc được quan sát bởi người khác (ví dụ: nhìn thấy người bệnh khóc).Chú ý: ở trẻ em và vị thành niên khí sắc có thể bị kích thích.2. Giảm đáng kể sự quan tâm, thích thú đối với mọi hoạt động diễn ra trong ngày (đượcngười bệnh tự nhận thấy hoặc người khác quan sát thấy)3. Giảm trọng lượng cơ thể khi không ăn kiêng hoặc tăng cân (ví dụ: tăng hơn 5% trọng lượng cơ thể trong 1 tháng) hoặc tăng hoặc giảm cảm giác ngon miệng hầu như hàng ngay. Chú ý: trẻ em là ko đạt được trọng lượng cơ thể cần thiết.4. Mất ngủ hoặc ngủ nhiều hầu như hằng ngày.5. Kích động tâm thần vận động hoặc chậm chạp vận động hầu như hằng ngày (được người khác quan sát thấy không chỉ là người bệnh cảm thấy sự bồn chồn hoặc chậm chạp)6. Mệt mỏi hoặc mất năng lượng hầu như hằng ngày. 7. Cảm giác vô dụng hoặc tội lỗi quá mức (có thể là hoang tưởng) diễn ra hầu như hằng ngày (không chỉ đơn thuần là người bệnh tự trách mình hoặc tự buộc tội về việc bị bệnh).8. Giảm khả năng suy nghĩ hoặc tập trung chú ý hoặc khả năng ra quyết định diễn ra hầu như hằng ngày (người bệnh tự nhận thấy hoặc người khác quan sát thấy).9. Ý nghĩ thường xuyên về cái chết (không phải sợ chết) ý tưởng tự sát tái diễn mà ko có một kế hoạch tự sát cụ thể hoặc có dự định (toan tính) tự sát hoặc có một kế hoạch tự sát để tự sát thành công.","Năm (hoặc nhiều hơn) các triệu chứng sau, cùng xuất hiện trong thời gian 2 tuần và ít nhất phải có 1 trong 2 triệu chứng chính là (1) khí sắc trầm hoặc (2) mất quan tâm hoặc thích thú.Chú ý: không bao gồm các triệu chứng là hậu quả rõ ràng của bệnh lý cơ thể."
How482,Rối loạn lưỡng cực,- Những triệu chứng hoặc hội chứng hưng cảm do tác dụng phụ của việc sử dụng thuốc như thế nào thì không được đưa vào chẩn đoán rối loạn lưỡng cực I ?,bipolar,2,"Những triệu chứng hoặc hội chứng hưng cảm do tác dụng sinh lý của lạm dụng thuốc (trong bối cảnh ngộ độc amphetamine hoặc cocaine), tác dụng phụ của việc sử dụng thuốc hoặc điều trị (có chất steroids, L-dopa, thuốc chống trầmcảm, thuốc kích thích), hoặc do bệnh lý y khoa khác không được đưa vào chẩn đoán rối loạn lưỡng cực I. Tuy nhiên, một giai đoạn đầy đủ hội chứng hưng cảmxảy ra trong thời gian điều trị (sử dụng thuốc, liệu pháp sốc điện, liệu pháp ánh sáng) hoặc lạm dụng thuốc và tồn tại dai dẳng vượt quá tác động sinh lý của tác nhân (sau khi thuốc đã hoàn toàn ra khỏi cơ thể, hoặc tác dụng của liệu pháp sốc điện được dự kiến đã hoàn toàn hết), được xem là đủ bằng chứng cho chẩn đoán giai đoạn hưng cảm (tiêu chí D). Cần thận trọng để mà một hoặc hai triệu chứng (đặc biệt là sự cáu kỉnh khó chịu gia tăng hoặc kích động sau khi sử dụng thuốc chống trầm cảm) không được xem là đủ để chẩn đoán giai đoạn hưng trầm cảmhay hưng cảm nhẹ, và cũng không nhất thiết chỉ định cho tạng rối loạn lưỡng cực. Cần phải đạt những tiêu chí của giai đoạn hưng cảm để chẩn đoán rối loạn lưỡng cực I, song không cần phải có giai đoạn hưng cảm nhẹ hay trầm cảm điển hình. Tuy nhiên, các giai đoạn này có thể đi trước hoặc theo sau giai đoạn hưng cảm. Có thể tìm thấy ở phần về rối loạn lưỡng cực II nội dung mô tả đầy đủ những đặc tính chẩn đoán của giai đoạn hưng cảm nhẹ, và những đặc tính của giai đoạn trầm cảm điển hình được mô tả trong nội dung về rối loạn trầm cảm điển hình.","Những triệu chứng hoặc hội chứng hưng cảm do tác dụng sinh lý của lạm dụng thuốc (trong bối cảnh ngộ độc amphetamine hoặc cocaine), tác dụng phụ của việc sử dụng thuốc hoặc điều trị (có chất steroids, L-dopa, thuốc chống trầmcảm, thuốc kích thích), hoặc do bệnh lý y khoa khác không được đưa vào chẩn đoán rối loạn lưỡng cực I."
Which631,Rối loạn lo âu,Nguyên nhân gì gây ra bệnh hoảng loạn và rối loạn hoảng sợ?,anxiety,1,"Các cơn hoảng loạn có thể bắt đầu đột ngột và không có cảnh báo, nhưng theo thời gian, chúng thường được kích hoạt bởi các tình huống nhất định. Nếu có triệu chứng hoảng loạn, bạn hãy gọi cấp cứu ngay lập tức. Các cơn hoảng loạn thường gây khó chịu nhưng không nguy hiểm Bạn rất khó có thể kiểm soát được cơn hoảng loạn của mình và bệnh có thể nghiêm trọng hơn mà không điều trị","Các cơn hoảng loạn có nhiều biến thể, nhưng các triệu chứng thường đạt đỉnh trong vòng vài phút. Bạn có thể cảm thấy mệt mỏi và kiệt sức sau khi cơn hoảng loạn lắng xuống. Các cơn hoảng loạn thường bắt đầu đột ngột, không báo trước. Bạn có thể thỉnh thoảng bị những cơn hoảng loạn hoặc chúng có thể xảy ra thường xuyên."
How484,Trầm cảm,- Tư duy của người bị rối loạn trầm cảm chủ yếu được thể hiện như thế nào ?,depression,3,"Thường các ý nghĩ của cá nhân chạy nhanh hơn có thể được diễn đạt qua lời nói (Tiêu chí B4). Thường có tư duy phi tán được thể hiện qua dòng lời nói gia tăng hầu như liên tục, với sự chuyển đột ngột từ chủ đề này sang chủ đề khác. Khi tư duy phi tán là nặng, lời nói có thể trở nên vô tổ chức, không liên quan, và khiến người bệnh khó chịu. Đôi khi suy nghĩ trở nên dồn dập đến mức khó nói ra.","Thường có tư duy phi tán được thể hiện qua dòng lời nói gia tăng hầu như liên tục, với sự chuyển đột ngột từ chủ đề này sang chủ đề khác."
Which633,"Trầm cảm, rối loạn cảm xúc",Dấu hiệu của trứng rối loạn phân liệt cảm xúc khi bị tâm thần phân liệt?,depression,3,"Rối loạn phân liệt cảm xúc bằng khoảng 1/3 số người mắc bệnh tâm thần phân liệt, tương đương với tỉ lệ là 0,3%. Liệu pháp gia đình nhằm giúp các thành viên trong gia đình giúp đỡ người bị rối loạn phân liệt cảm xúc hiệu quả hơn. Giáo dục cũng có thể giúp đỡ bạn bè và gia đình hiểu được những rối loạn và thông cảm người bệnh hơn","Đối với các triệu chứng liên quan đến tâm trạng, thuốc chống trầm cảm hay ổn định tâm trạng như lithium có thể có hiệu quả. Nhóm hỗ trợ có thể giúp kết nối với những người cũng đối mặt với những thách thức tương tự. Liệu pháp gia đình nhằm giúp các thành viên trong gia đình giúp đỡ người bị rối loạn phân liệt cảm xúc hiệu quả hơn."
When95,Trầm cảm sau chia tay,Khi nào bạn nên cân nhắc tìm đến sự hỗ trợ chuyên nghiệp để đối phó với trầm cảm sau chia tay?,depression,3,"Trầm cảm sau khi chia tay là một rối loạn khí sắc đặc trưng với cảm giác buồn bã, mất mát, mất hứng thú, mất năng lượng kéo dài, xảy ra khi kết thúc một mối quan hệ tình cảm. Đây không phải là cảm giác buồn bã thông thường mà là một vấn đề về sức khỏe tâm thần, gây ra nhiều triệu chứng nghiêm trọng. Trầm cảm sau tan vỡ là một phần của quá trình hồi phục cảm xúc. Cơn trầm cảm nhẹ có thể là một phản ứng bình thường sau chia tay. Tuy nhiên, nếu tình trạng này kéo dài, ảnh hưởng nhiều đến cuộc sống thì bạn có thể đang mắc chứng trầm cảm nghiêm trọng, cần tìm kiếm sự giúp đỡ, hỗ trợ của chuyên gia. Tìm kiếm sự giúp đỡ chuyên nghiệp để vượt qua trầm cảm sau chia tay hiểu như sau: Trầm cảm không thể tự khỏi nếu không được can thiệp kịp thời, đúng cách. Vì thế, nếu tình trạng buồn bã, mất năng lượng, mất tinh thần kéo dài, việc mà bạn cần làm là nên tìm kiếm sự giúp đỡ của bác sĩ, chuyên gia tâm lý để được tư vấn và hỗ trợ. Bạn có thể tham khảo các gợi ý sau: Xác định vấn đề của bản thân, xem xét mình là buồn bã thông thường hay có biểu hiện của trầm cảm. Cố gắng viết ra những gì mà bạn đang trải qua trên giấy hoặc trên máy tính. Có thể thử các bài test trầm cảm như bài test trầm cảm Beck, thang đo trầm cảm cộng đồng. Trao đổi với bác sĩ, chuyên gia cụ thể về vấn đề của bạn để có hướng giải quyết phù hợp.","Tuy nhiên, nếu tình trạng này kéo dài, ảnh hưởng nhiều đến cuộc sống thì bạn có thể đang mắc chứng trầm cảm nghiêm trọng, cần tìm kiếm sự giúp đỡ, hỗ trợ của chuyên gia. Tìm kiếm sự giúp đỡ chuyên nghiệp để vượt qua trầm cảm sau chia tay hiểu như sau: Trầm cảm không thể tự khỏi nếu không được can thiệp kịp thời, đúng cách. Vì thế, nếu tình trạng buồn bã, mất năng lượng, mất tinh thần kéo dài, việc mà bạn cần làm là nên tìm kiếm sự giúp đỡ của bác sĩ, chuyên gia tâm lý để được tư vấn và hỗ trợ."
What1742,Rối loạn lưỡng cực,- Tiêu chuẩn để nhận định một người mắc chứng rối loạn lưỡng cực I ở giai đoạn trầm cảm chủ yếu là gì ?,bipolar,2,"A. Năm (hoặc nhiều hơn) các triệu chứng sau, cùng xuất hiện trong thời gian 2 tuần và ít nhất phải có 1 trong 2 triệu chứng chính là (1) khí sắc trầm hoặc (2) mất quan tâm hoặc thích thú.Chú ý: không bao gồm các triệu chứng là hậu quả rõ ràng của bệnh lý cơ thể. 1. Khí sắc trầm cảm biểu hiện phần lớn thời gian trong ngày, hầu như hằng ngày được nhận biết bởi chính người bệnh (ví dụ: cảm thấy buồn, trống rỗng, mất hy vọng) hoặc được quan sát bởi người khác (ví dụ: nhìn thấy người bệnh khóc).Chú ý: ở trẻ em và vị thành niên khí sắc có thể bị kích thích.2. Giảm đáng kể sự quan tâm, thích thú đối với mọi hoạt động diễn ra trong ngày (đượcngười bệnh tự nhận thấy hoặc người khác quan sát thấy)3. Giảm trọng lượng cơ thể khi không ăn kiêng hoặc tăng cân (ví dụ: tăng hơn 5% trọng lượng cơ thể trong 1 tháng) hoặc tăng hoặc giảm cảm giác ngon miệng hầu như hàng ngay. Chú ý: trẻ em là ko đạt được trọng lượng cơ thể cần thiết.4. Mất ngủ hoặc ngủ nhiều hầu như hằng ngày.5. Kích động tâm thần vận động hoặc chậm chạp vận động hầu như hằng ngày (được người khác quan sát thấy không chỉ là người bệnh cảm thấy sự bồn chồn hoặc chậm chạp)6. Mệt mỏi hoặc mất năng lượng hầu như hằng ngày. 7. Cảm giác vô dụng hoặc tội lỗi quá mức (có thể là hoang tưởng) diễn ra hầu như hằng ngày (không chỉ đơn thuần là người bệnh tự trách mình hoặc tự buộc tội về việc bị bệnh).8. Giảm khả năng suy nghĩ hoặc tập trung chú ý hoặc khả năng ra quyết định diễn ra hầu như hằng ngày (người bệnh tự nhận thấy hoặc người khác quan sát thấy).9. Ý nghĩ thường xuyên về cái chết (không phải sợ chết) ý tưởng tự sát tái diễn mà ko có một kế hoạch tự sát cụ thể hoặc có dự định (toan tính) tự sát hoặc có một kế hoạch tự sát để tự sát thành công.","Năm (hoặc nhiều hơn) các triệu chứng sau, cùng xuất hiện trong thời gian 2 tuần và ít nhất phải có 1 trong 2 triệu chứng chính là (1) khí sắc trầm hoặc (2) mất quan tâm hoặc thích thú.Chú ý: không bao gồm các triệu chứng là hậu quả rõ ràng của bệnh lý cơ thể."
What1744,Thực phẩm tốt cho người trầm cảm,người bệnh trầm cảm bên cạnh bổ sung thêm rau xanh còn nên bổ dung thêm gi để cải thiện tình trạng bệnh,depression,3,"Chính vì thế bên cạnh các phương pháp y tế, bệnh nhân nên bổ sung thêm rau xanh vào chế độ dinh dưỡng để tiêu trừ gốc tự do. Rau xanh là nhóm thực phẩm chứa nhiều chất chống oxy hóa có khả năng giảm thiệt hại của gốc tự do đối với các tế bào thần kinh ở não bộ. Hiệu quả chống trầm cảm của nhóm thực phẩm này cũng đã được nghiên cứu sơ bộ tại Mỹ và Canada. Hiện nay, mối liên hệ giữa thiếu hụt vitamin B và nguy cơ trầm cảm đã được chứng minh qua nhiều nghiên cứu. Cụ thể, thiếu các loại vitamin nhóm B có thể gây lo âu, hồi hộp, lú lẫn,… Nguyên nhân là do vitamin B tham gia vào quá trình tái tạo, phục hồi các tế bào thần kinh bị tổn thương. Đồng thời là yếu tố cần thiết để sản xuất melatonin, dopamin và serotonin.","Hiệu quả chống trầm cảm của rau xanh cũng đã được nghiên cứu sơ bộ tại Mỹ và Canada. Hiện nay, mối liên hệ giữa thiếu hụt vitamin B và nguy cơ trầm cảm đã được chứng minh qua nhiều nghiên cứu."
Yes No884,Bài tập cho trẻ bị tăng động giảm chú ý ,Tăng động giảm chú ý nếu được phát hiện sớm và áp dụng các phương pháp phù hợp sẽ giúp bệnh tình được thuyên giảm tốt hơn đúng không?,adhd,0,"Tuy tăng động giảm chú ý là căn bệnh mạn tính, khó có thể điều trị dứt điểm nhưng nếu được phát hiện sớm và áp dụng các phương pháp phù hợp sẽ giúp bệnh tình được thuyên giảm tốt hơn. Vì thế, các bậc phụ huynh nên chú ý quan sát đến những hành vi, lời nói của con cái để sớm nhận biết được những dấu hiệu bất thường của trẻ. Ngay khi phát hiện các triệu chứng của bệnh, cha mẹ nên đưa trẻ đến thăm khám tại các cơ sở y tế chuyên khoa để được hỗ trợ tốt nhất.","Tuy tăng động giảm chú ý là căn bệnh mạn tính, khó có thể điều trị dứt điểm nhưng nếu được phát hiện sớm và áp dụng các phương pháp phù hợp sẽ giúp bệnh tình được thuyên giảm tốt hơn."
How487,"Trầm cảm, rối loạn cảm xúc",Sử dụng điện thoại trong thời gian bao lâu thì sẽ có nguy cơ cao bị trầm cảm?,depression,3,"Theo nghiên cứu ở trường Đại học Y khoa Feinberg cho biết, những người sử dụng điện thoại nhiều hơn 68 phút mỗi ngày có nguy cơ mắc bệnh trầm cảm. Những người lạm dụng điện thoại thường ít giao tiếp với thế giới bên ngoài, ít trò chuyện cũng như trao đổi trực tiếp với bạn bè và gia đình. Những người này sẽ hình thành vỏ bọc, tách xa thế giới thực tại và trở nên ít nói, không chịu chia sẻ với ai điều gì","Nhiều người vẫn xem thường sức ảnh hưởng của điện thoại nên vẫn ung dung sử dụng nhiều hơn 68 phút mỗi ngày. Người lớn hay trẻ nhỏ cũng đều có nguy cơ mắc bệnh trầm cảm nếu lạm dụng điện thoại trong suốt thời gian dài. Khi mắc bệnh trầm cảm, người bệnh chỉ rút vào một nơi riêng biệt, không có động lực hay năng lượng để đi ra ngoài, làm việc"
What1746,Thực phẩm tốt cho người trầm cảm,glutamate là gì,depression,3,"magie giúp đảm bảo tính ổn định của hoạt động dẫn truyền thần kinh. Magie giữ vai trò kiểm soát glutamate – một trong hai tác nhân kích hoạt thụ thể NMDA (N-methyl-D-aspartate). Thiếu hụt magie khiến NMDA bị hoạt hóa quá mức dẫn đến tổn thương và gây chết các noron thần kinh. Nghiên cứu cũng cho thấy, thiếu hụt magie làm tăng nguy cơ lo âu, mất ngủ và trầm cảm đáng kể.",Magie giữ vai trò kiểm soát glutamate – một trong hai tác nhân kích hoạt thụ thể NMDA (N-methyl-D-aspartate).
What1748,Thực phẩm tốt cho người trầm cảm,điều gì làm hàm lượng hormone cortisol tăng lên,depression,3,"Cụ thể, vitamin C giúp giảm nồng độ hormone cortisol do vỏ tuyến thượng thận sản xuất. Hormone này có vai trò trong điều hòa đường huyết và huyết áp. Tuy nhiên khi bị stress và trầm cảm, lượng hormone cortisol có thể tăng lên gây ảnh hưởng không nhỏ đến giấc ngủ và sức khỏe thể chất.","Tuy nhiên khi bị stress và trầm cảm, lượng hormone cortisol có thể tăng lên gây ảnh hưởng không nhỏ đến giấc ngủ và sức khỏe thể chất."
Yes No889,Thực phẩm tốt cho người trầm cảm,"Người bị depression có thể bổ sung vitamin D từ ánh nắng mặt trời và thông qua các loại thực phẩm, thức uống lành mạnh đúng không",depression,3,"Vitamin D có tác dụng tối ưu canxi trong cơ thể, cải thiện sức khỏe xương, răng và tóc. Ngoài những lợi ích trên, vitamin D này còn có tác dụng cải thiện tâm trạng và giảm nhẹ chứng trầm cảm. Người bị trầm cảm có thể bổ sung vitamin D từ ánh nắng mặt trời và thông qua các loại thực phẩm, thức uống lành mạnh. Trầm cảm (Depression) là một trong những bệnh tâm thần phổ biến, ảnh hưởng chủ yếu đến nữ giới. Bệnh lý này đặc trưng bởi khí sắc trầm buồn, luôn cảm thấy tự ti, đánh giá thấp bản thân, mất đi hứng thú đối với công việc và giảm thích thú với những sở thích trước đây. Trầm cảm biểu hiện đầy đủ qua 3 khía cạnh là cảm xúc, tư duy và hành động.","Người bị trầm cảm có thể bổ sung vitamin D từ ánh nắng mặt trời và thông qua các loại thực phẩm, thức uống lành mạnh. Trầm cảm (Depression) là một trong những bệnh tâm thần phổ biến, ảnh hưởng chủ yếu đến nữ giới."
When97,Ngồi thiền có chữa được bệnh trầm cảm,Khi nào là thời điểm tốt để ngồi thiền?,depression,3,"Sáng sớm: Ngồi thiền sau khi vừa mới ngủ dậy là một trong các thời điểm mang lại nhiều lợi ích nhất cho con người. Việc ngồi thiền lúc này sẽ giúp cho não bộ được đánh thức, tinh thần sảng khoái và tỉnh táo hơn. Đồng thời sẽ giúp bạn gia tăng trí tuệ để thực hiện công việc, học tập một các năng động và hoàn hảo. Buổi trưa: Thực hiện phương pháp ngồi thiền vào buổi trưa cũng là một trong các cách phục hồi năng lượng hiệu quả. Sau khi cơ thể đã sử dụng hết năng lượng của buổi sáng thì việc ngồi thiền vào thời điểm này sẽ giúp bạn nạp thêm năng lực, đồng thời sẽ giúp bạn ngủ trưa được thoải mái và ngon hơn.",Sáng sớm: Ngồi thiền sau khi vừa mới ngủ dậy là một trong các thời điểm mang lại nhiều lợi ích nhất cho con người. Buổi trưa: Thực hiện phương pháp ngồi thiền vào buổi trưa cũng là một trong các cách phục hồi năng lượng hiệu quả.
What1758, Trầm cảm theo mùa (SAD), Trầm cảm theo mùa (SAD) là gì?,depression,3,"Trầm cảm theo mùa (SAD) là một loại rối loạn cảm xúc liên quan đến sự thay đổi thời tiết theo mùa. Bệnh bắt đầu và kết thúc vào cùng một khoảng thời gian hàng năm. Thông thường, các triệu chứng bắt đầu vào mùa thu và tiếp tục vào những tháng mùa đông. Bệnh làm hao mòn năng lượng và khiến bạn cảm thấy ủ rũ. Tuy nhiên, trong số ít trường hợp, trầm cảm theo mùa cũng xuất hiện vào mùa xuân hoặc đầu mùa hè. Các triệu chứng trầm cảm có thể là một phần của trầm cảm theo mùa, chẳng hạn như:Cảm thấy chán nản cả ngày hoặc gần như mỗi ngày;Cảm giác tuyệt vọng hoặc vô giá trị;Thiếu năng lượng;Mất hứng thú trong các hoạt động bạn thích;Gặp vấn đề với giấc ngủ;Thay đổi ăn uống hoặc cân nặng;Cảm thấy chậm chạp hay kích động;Khó tập trung;Suy nghĩ thường xuyên về cái chết hoặc tự sát.Trầm cảm theo mùa thu và mùa đông có các biểu hiện như:Khó chịu;Mệt mỏi hoặc thiếu năng lượng;Gặp vấn đề trong giao tiếp với người khác;Quá nhạy cảm khi bị từ chối;Cảm giác nặng nề ở cánh tay hoặc chân;Ngủ quá nhiều;Thay đổi sự ngon miệng, đặc biệt thích ăn các thực phẩm giàu carbohydrate;Trầm cảm theo mùa xuân và mùa hè có các biểu hiện như:Trầm cảm;Khó ngủ;Sụt cân;Chán ăn;Kích động hay lo âu. Nguyên nhân chính xác của trầm cảm theo mùa chưa được biết đến. Các yếu tố nguy cơ có thể thay đổi tùy vào mỗi cá nhân. Tuy nhiên, người sống ở vùng có những đêm mùa đông dài hơn ban ngày (vùng vĩ độ cao) và ít ánh sáng mặt trời dễ có khả năng mắc bệnh hơn. Ví dụ như trầm cảm theo mùa thường gặp ở Canada và Alaska hơn là Florida.Ánh sáng được cho là có ảnh hưởng đến bệnh. Một giả thuyết đưa ra rằng giảm tiếp xúc với ánh nắng mặt trời có ảnh hưởng đến đồng hồ sinh học tự nhiên điều hòa các hóc-môn, giấc ngủ và tinh thần. Giả thuyết khác cho rằng các chất hóa học của não bộ phụ thuộc vào ánh sáng có nhiều ảnh hưởng tới những người bị trầm cảm theo mùa.Những người có tiền sử gia đình mắc rối loạn tâm thần này cũng có nguy cơ bị bệnh cao hơn.","Trầm cảm theo mùa (SAD) là một loại rối loạn cảm xúc liên quan đến sự thay đổi thời tiết theo mùa. Bệnh bắt đầu và kết thúc vào cùng một khoảng thời gian hàng năm. Thông thường, các triệu chứng bắt đầu vào mùa thu và tiếp tục vào những tháng mùa đông. Bệnh làm hao mòn năng lượng và khiến bạn cảm thấy ủ rũ. Tuy nhiên, trong số ít trường hợp, trầm cảm theo mùa cũng xuất hiện vào mùa xuân hoặc đầu mùa hè. Các triệu chứng trầm cảm có thể là một phần của trầm cảm theo mùa, chẳng hạn như:Cảm thấy chán nản cả ngày hoặc gần như mỗi ngày;Cảm giác tuyệt vọng hoặc vô giá trị;Thiếu năng lượng;Mất hứng thú trong các hoạt động bạn thích;Gặp vấn đề với giấc ngủ;Thay đổi ăn uống hoặc cân nặng;Cảm thấy chậm chạp hay kích động;Khó tập trung;Suy nghĩ thường xuyên về cái chết hoặc tự sát.Trầm cảm theo mùa thu và mùa đông có các biểu hiện như:Khó chịu;Mệt mỏi hoặc thiếu năng lượng;Gặp vấn đề trong giao tiếp với người khác;Quá nhạy cảm khi bị từ chối;Cảm giác nặng nề ở cánh tay hoặc chân;Ngủ quá nhiều;Thay đổi sự ngon miệng, đặc biệt thích ăn các thực phẩm giàu carbohydrate;Trầm cảm theo mùa xuân và mùa hè có các biểu hiện như:Trầm cảm;Khó ngủ;Sụt cân;Chán ăn;Kích động hay lo âu. Nguyên nhân chính xác của trầm cảm theo mùa chưa được biết đến. Các yếu tố nguy cơ có thể thay đổi tùy vào mỗi cá nhân. Tuy nhiên, người sống ở vùng có những đêm mùa đông dài hơn ban ngày (vùng vĩ độ cao) và ít ánh sáng mặt trời dễ có khả năng mắc bệnh hơn.Những người có tiền sử gia đình mắc rối loạn tâm thần này cũng có nguy cơ bị bệnh cao hơn."
What1759,"Trầm cảm, rối loạn cảm xúc",Nguyên nhân nào gây ra rối loạn phân liệt cảm xúc?,depression,3,"Nguyên nhân chính xác của rối loạn phân liệt cảm xúc chưa rõ. Nhiều yếu tố kết hợp góp phần vào sự phát triển rối loạn này như di truyền, các biến đổi hóa học và cấu trúc não Giáo dục về rối loạn phân liệt cảm xúc có thể giúp người bệnh tuân thủ kế hoạch điều trị. Xác định những vấn đề có thể gây ra triệu chứng hoặc gây trở ngại cho việc thực hiện các hoạt động hàng ngày.","Ma túy, thuốc lá và rượu có thể làm trầm trọng thêm các triệu chứng phân liệt hoặc gây trở ngại với thuốc Các xét nghiệm giúp loại trừ các tình trạng có các triệu chứng tương tự và sàng lọc các trường hợp liên quan đến rượu và ma túy. Giáo dục cũng có thể giúp đỡ bạn bè và gia đình hiểu được những rối loạn và thông cảm người bệnh hơn"
Which647,Phòng ngừa tự tử,Một dấu hiệu phổ biến của trầm cảm là mất hứng thú với hoạt động nào?,depression,3,"Dấu hiệu và triệu chứng của trầm cảm bao gồm: Giảm quan tâm hay hứng thú với tất cả hoạt động, hay sở thích. Mất hứng thú hay thu rút khỏi các hoạt động bạn từng yêu thích trước đây là dấu hiệu đặc trưng của trầm cảm. Ví dụ bạn đang ưa thích một môn thể thao; một sở thích; hay thường đi chơi bạn bè bỗng dưng bạn thấy những điều đó không còn quan trọng, gây mệt mỏi cho bạn. Sự mất hứng thú với tình dục là phổ biến nhất trong các dấu hiệu trầm cảm. Bạn có thể bị giảm ham muốn hay thậm chí là không thể cương dương.","Dấu hiệu và triệu chứng của trầm cảm bao gồm: Giảm quan tâm hay hứng thú với tất cả hoạt động, hay sở thích. Mất hứng thú hay thu rút khỏi các hoạt động bạn từng yêu thích trước đây là dấu hiệu đặc trưng của trầm cảm."
What1768,Thực phẩm tốt cho người trầm cảm,"tiêu trừ gốc tự do, bảo vệ cơ thể và các tế bào thần kinh là tác dụng của vitamin gì",depression,3,"Ngoài ra, vitamin C còn là chất oxy hóa mạnh mẽ. Đồng thời tiêu trừ gốc tự do, bảo vệ cơ thể và các tế bào thần kinh. Do đó, bổ sung thực phẩm giàu vitamin C vào chế độ ăn hằng ngày có thể cải thiện sức khỏe tinh thần và giảm những ảnh hưởng của bệnh trầm cảm đáng kể. Các loại thực phẩm giàu vitamin C tốt cho người bị trầm cảm bao gồm cam, quýt, bưởi, dâu tây, việt quất,…","Ngoài ra, vitamin C còn là chất oxy hóa mạnh mẽ. Đồng thời tiêu trừ gốc tự do, bảo vệ cơ thể và các tế bào thần kinh"
What1770,Trầm cảm vì thất nghiệp,"Ngoài do năng lực yếu kém, lý do nào cũng có thể dẫn đến thất nghiệp?",depression,3,"Đôi khi thất nghiệp không phải do năng lực yếu kém mà còn do thái độ làm việc. Thực tế, có rất nhiều nhân viên dù không quá xuất sắc nhưng thái độ tốt và luôn có tinh thần cầu tiến, lắng nghe vẫn được cấp trên tin tưởng. Trong khi đó, những người có thái độ làm việc kém, thiếu kỷ luật và quá đề cao cái tôi có thể bị mất việc. Vì vậy song song với nâng cao năng lực, bạn nên thay đổi thái độ của bản thân và học thêm những kỹ năng mềm để phục vụ cho công việc. Thực tế cũng cho thấy, những người khéo léo, nhạy bén bao giờ cũng làm chủ được cuộc sống và biết cách nắm bắt cơ hội.","Đôi khi thất nghiệp không phải do năng lực yếu kém mà còn do thái độ làm việc. Thực tế cũng cho thấy, những người khéo léo, nhạy bén bao giờ cũng làm chủ được cuộc sống và biết cách nắm bắt cơ hội."
How499,Rối loạn cảm xúc phân liệt,- Làm sao để nhận biết được thể trầm cảm của rối loạn cảm xúc phân liệt ?,depression,3,"Các thể biệt định:- Thể lưỡng cực (295.70/F25.0): nếu bệnh có một giai đoạn hưng cảm hoặc pha trộn (một giai đoạn hưng cảm hoặc một giai đoạn pha trộn và một giai đoạn trầmcảm chủ yếu). - Thể trầm cảm (295.70/F25.1): nếu bệnh chỉ bao gồm các giai đoạn trầm cảm chủ yếu.Chẩn đoán phân biệt:- Các rối loạn tâm thần và các bệnh cơ thể khác. - Rối loạn loạn thần do 1 bệnh cơ thể khác. - TTPL, rối loạn lưỡng cực và rối loạn trầm cảm.",Thể trầm cảm (295.70/F25.1): nếu bệnh chỉ bao gồm các giai đoạn trầm cảmchủ yếu.
